code,meigara,kana,kuramoto,ken,shi,address¥n1235,京極,きょうごく,二世古酒造,北海道,虻田郡,北海道虻田郡倶知安町旭47
1520,秩父小次郎,ちちぶこじろう,秩父菊水酒造,埼玉県,秩父市,埼玉県秩父市下吉田3786-1
2915,慶長,けいちょう,和久井酒造,埼玉県,秩父市,埼玉県秩父市
1882,福徳長,ふくとくちょう,福徳長酒類,千葉県,松戸市,千葉県松戸市上本郷字仲原250
841,富久娘,ふくむすめ,福徳長酒類,千葉県,松戸市,千葉県松戸市上本郷字仲原250
1997,勝鹿,かつしか,窪田酒造,千葉県,野田市,千葉県野田市山崎685
1996,旭鶴,あさひづる,旭鶴,千葉県,佐倉市,千葉県佐倉市馬渡918
105,甲子,きのえねまさむね,飯沼本家,千葉県,印旛郡,千葉県印旛郡酒々井町馬橋106
2212,一喜,いっき,飯沼本家,千葉県,印旛郡,千葉県印旛郡酒々井町馬橋106
1995,長命泉,ちょうめいせん,滝沢本店,千葉県,成田市,千葉県成田市上町
1370,東薫,とうくん,東薫酒造,千葉県,香取市,千葉県香取市佐原イ627
3125,すいごうさかり,すいごうさかり,馬場本店酒造,千葉県,香取市,千葉県香取市佐原イ614-1
2015,海舟散人,かいしゅうさんじん,馬場本店酒造,千葉県,香取市,千葉県香取市佐原イ614-1
2014,糀善,こうぜん,馬場本店酒造,千葉県,香取市,千葉県香取市佐原イ614-1
3126,佐原ばやし,さはらばやし,馬場本店酒造,千葉県,香取市,千葉県香取市佐原イ614-1
490,銚子の誉,ちょうしのほまれ,石上酒造,千葉県,銚子市,千葉県銚子市田中町7-1
2012,徳明,とくめい,飯田酒造場,千葉県,銚子市,千葉県銚子市清川町2-1-2
2011,祥兆,しょうちょう,小林酒造場,千葉県,銚子市,千葉県銚子市松岸町2-78
488,五人娘,ごにんむすめ,寺田本家,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1964
1545,むすひ,むすび,寺田本家,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1964
3300,醍醐のしずく,だいごのしずく,寺田本家,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1964
1595,香取,かとり,寺田本家,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1964
1599,不動,ふどう,鍋店,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1916
2766,八千代桜,やちよざくら,鍋店,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1916
489,仁勇,じんゆう,鍋店,千葉県,香取郡,千葉県香取郡神崎町神崎本宿1916
2017,惣兵衛,そうべえ,飯田本家,千葉県,香取市,千葉県香取市小見川178
2016,大姫,おおひめ,飯田本家,千葉県,香取市,千葉県香取市小見川178
2018,神明,しんめい,神明酒造,千葉県,香取郡,千葉県香取郡東庄町夏目298
106,梅一輪,うめいちりん,梅一輪酒造,千葉県,山武市,千葉県山武市松ケ谷イ2902
2009,東姫,あづまひめ,東條酒造,千葉県,山武市,千葉県山武市姫島1010
2010,花いちもんめ,はないちもんめ,花の友,千葉県,山武市,千葉県山武市松尾町大堤438
491,寒菊,かんぎく,寒菊銘醸,千葉県,山武市,千葉県山武市松尾町武野里11
1633,篠緑,ささみどり,青柳酒造,千葉県,山武郡,千葉県山武郡横芝光町篠本726
1634,光鬼舞,ひかりおにまい,青柳酒造,千葉県,山武郡,千葉県山武郡横芝光町篠本726
1464,舞桜,まいざくら,守屋酒造,千葉県,山武市,千葉県山武市蓮沼ハー2929
2013,富士乃友,ふじのとも,宮崎本家,千葉県,匝瑳市,千葉県匝瑳市野手1699
1999,吉寿,きちじゅ,吉崎酒造,千葉県,君津市,千葉県君津市久留里市場102
2000,月華,げっか,吉崎酒造,千葉県,君津市,千葉県君津市久留里市場102
1565,福祝,ふくいわい,藤平酒造,千葉県,君津市,千葉県君津市久留里市場147
1998,峯の精,みねのせい,宮崎酒造店,千葉県,君津市,千葉県君津市戸崎1780
2001,飛鶴,とびつる,森酒造店,千葉県,君津市,千葉県君津市愛宕202
3079,天乃原,あまのはら,須藤本家,千葉県,君津市,千葉県君津市青柳16-10
2004,富泉,とみいずみ,千蔵酒造,千葉県,南房総市,千葉県南房総市
2006,海神,かいじん,秀楽酒造,千葉県,鴨川市,千葉県鴨川市貝渚671
2005,秀楽,しゅうらく,秀楽酒造,千葉県,鴨川市,千葉県鴨川市貝渚671
110,寿萬亀,じゅまんがめ,亀田酒造,千葉県,鴨川市,千葉県鴨川市仲329
493,古代の舞,こだいのまい,亀田酒造,千葉県,鴨川市,千葉県鴨川市仲329
3257,白玉香,はくぎょくこう,木戸泉酒造,千葉県,いすみ市,千葉県いすみ市大原7635-1
3708,ORBIA SOL,おるびあ そる,木戸泉酒造,千葉県,いすみ市,千葉県いすみ市大原7635-1
107,木戸泉,きどいずみ,木戸泉酒造,千葉県,いすみ市,千葉県いすみ市大原7635-1
2008,銭神,ぜにがみ,豊乃鶴酒造,千葉県,夷隅郡,千葉県夷隅郡大多喜町新丁88
2007,大多喜城,おおたきじょう,豊乃鶴酒造,千葉県,夷隅郡,千葉県夷隅郡大多喜町新丁88
2003,若みずき,わかみずき,和蔵酒造 貞元蔵,千葉県,君津市,千葉県貞元蔵〒299-1131 千葉県
2002,鹿野山,かのうざん,和蔵酒造 貞元蔵,千葉県,君津市,千葉県貞元蔵〒299-1131 千葉県
108,聖泉,せいせん,和蔵酒造 竹岡蔵,千葉県,富津市,千葉県竹岡蔵〒299-1621 千葉県
3410,東魁正宗,とうかいまさむね,小泉酒造,千葉県,富津市,千葉県富津市上後423-1
3411,ソムリエ,そむりえ,小泉酒造,千葉県,富津市,千葉県富津市上後423-1
3412,東魁,とうかい,小泉酒造,千葉県,富津市,千葉県富津市上後423-1
109,東魁盛,とうかいざかり,小泉酒造,千葉県,富津市,千葉県富津市上後423-1
3080,ふさ正宗,ふさまさむね,石野商店,千葉県,山武郡,千葉県山武郡
1368,一の宮,いちのみや,稲花酒造,千葉県,長生郡,千葉県長生郡一宮町東浪見5841
1367,稲花,,稲花酒造,千葉県,長生郡,千葉県長生郡一宮町東浪見5841
1617,岩の井,いわのい,岩瀬酒造,千葉県,夷隅郡,千葉県夷隅郡御宿町久保1916
1993,東灘,あずまなだ,東灘醸造,千葉県,勝浦市,千葉県勝浦市串浜1033
1994,鳴海,なるか,東灘醸造,千葉県,勝浦市,千葉県勝浦市串浜1033
492,腰古井,こしごい,吉野酒造,千葉県,勝浦市,千葉県勝浦市植野571
3596,東京,とうきょう,東京港醸造,東京都,港区,東京都港区芝4-7-10
3614,Tokyo Mead,とうきょうみーど,東京港醸造,東京都,港区,東京都港区芝4-7-10
3322,江戸開城,えどかいじょう,東京港醸造,東京都,港区,東京都港区芝4-7-10
1524,丸眞正宗,,小山酒造,東京都,北区,東京都北区岩淵町26-10
2990,東京盛,とうきょうざかり,小山酒造,東京都,北区,東京都北区岩淵町26-10
2686,国府鶴,こうづる,野口酒造店,東京都,府中市,東京都府中市寿町2-4-8
1360,東村山,ひがしむらやま,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
1359,金婚,きんこん,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
3690,利他,りた,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
3704,二重橋,にじゅうばし,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
3546,羽田,はねだ,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
3184,十右衛門,じゅうえもん,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
1361,屋守,おくのかみ,豊島屋酒造,東京都,東村山市,東京都東村山市久米川町3-14-10
494,喜正,きしょう,野崎酒造,東京都,あきる野市,東京都あきる野市戸倉63
3535,しろやま桜,しろやまざくら,野崎酒造,東京都,あきる野市,東京都あきる野市戸倉63
3580,八王子城,はちおうじじょう,小澤酒造場,東京都,八王子市,東京都八王子市八木町2-15
495,桑乃都,くわのみやこ,小澤酒造場,東京都,八王子市,東京都八王子市八木町2-15
1166,高尾山,たかおさん,中島酒造場,東京都,八王子市,東京都八王子市
1167,陣馬山,じんばさん,中島酒造場,東京都,八王子市,東京都八王子市
1165,日出山,ひのでやま,中島酒造場,東京都,八王子市,東京都八王子市
945,多満自慢,たまじまん,石川酒造,東京都,福生市,東京都福生市熊川1
3613,たまの八重桜,やえさくら,石川酒造,東京都,福生市,東京都福生市熊川1
2760,田むら,たむら,田村酒造場,東京都,福生市,東京都福生市福生626
111,嘉泉,かせん,田村酒造場,東京都,福生市,東京都福生市福生626
3305,風雲剣鬼伝 厳流小次郎,がんりゅうこじろう,田村酒造場,東京都,福生市,東京都福生市福生626
496,千代鶴,ちよつる,中村酒造場,東京都,あきる野市,東京都あきる野市牛沼63
112,澤乃井,さわのい,小澤酒造,東京都,青梅市,東京都青梅市沢井2-770
2687,鳳桜,おおとりざくら,土屋酒造,東京都,狛江市,東京都狛江市
2688,とうきょう地酒,とうきょうじざけ,土屋酒造,東京都,狛江市,東京都狛江市
1461,吟雪,ぎんせつ,渡辺酒造,東京都,武蔵村山市,東京都武蔵村山市
1241,相模灘,さがみなだ,久保田酒造,神奈川県,相模原市緑区,神奈川県相模原市緑区根小屋702
500,巌乃泉,いわおのいずみ,清水酒造,神奈川県,相模原市,神奈川県相模原市津久井町中野1322
1586,盛升,さかります,黄金井酒造,神奈川県,厚木市,神奈川県厚木市七沢769
3187,俊也,しゅんなり,大矢孝酒造,神奈川県,愛甲郡,神奈川県愛甲郡愛川町田代521
2903,昇龍蓬莱,しょうりゅうほうらい,大矢孝酒造,神奈川県,愛甲郡,神奈川県愛甲郡愛川町田代521
1174,残草蓬莱,ざるそうほうらい,大矢孝酒造,神奈川県,愛甲郡,神奈川県愛甲郡愛川町田代521
499,いづみ橋,いづみばし,泉橋酒造,神奈川県,海老名市,神奈川県海老名市下今泉5-5-1
1204,ちえぶくろ,ちえぶくろ,相田酒造店,神奈川県,小田原市,神奈川県小田原市
1205,横浜の星,よこはまのほし,相田酒造店,神奈川県,小田原市,神奈川県小田原市
1206,早雲,そううん,相田酒造店,神奈川県,小田原市,神奈川県小田原市
1203,火牛,かぎゅう,相田酒造店,神奈川県,小田原市,神奈川県小田原市
1481,舞姿,まいすがた,舞姿酒造,神奈川県,南足柄市,神奈川県南足柄市
2691,曙光,しょこう,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
1294,湘南,しょうなん,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
1293,天青,てんせい,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
1295,鎌倉栞,かまくらしおり,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
2692,熊澤,くまざわ,熊澤酒造,神奈川県,茅ヶ崎市,神奈川県茅ヶ崎市香川7-10-7
2689,四季の箱根,しきのはこね,中澤酒造,神奈川県,足柄上郡,神奈川県足柄上郡松田町松田惣領1875
501,松みどり,,中澤酒造,神奈川県,足柄上郡,神奈川県足柄上郡松田町松田惣領1875
3730,箱根薔薇,はこねばら,井上酒造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井552
3530,SWEET HEART,すうぃーとはーと,井上酒造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井552
2797,仙鳴郷,せんめいきょう,井上酒造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井552
1479,箱根山,はこねやま,井上酒造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井552
1588,曽我の誉,そがのほまれ,石井醸造,神奈川県,足柄上郡,神奈川県足柄上郡大井町上大井954
3260,あしがり郷,あしがりごう,瀬戸酒造店,神奈川県,足柄上郡,神奈川県足柄上郡開成町金井島17
1480,酒田錦,さかたにしき,瀬戸酒造店,神奈川県,足柄上郡,神奈川県足柄上郡開成町金井島17
3795,報徳娘,ほうとくむすめ,川西屋酒造店,神奈川県,足柄上郡,神奈川県足柄上郡山北町山北250
498,丹沢山,たんざわさん,川西屋酒造店,神奈川県,足柄上郡,神奈川県足柄上郡山北町山北250
1071,隆,りゅう,川西屋酒造店,神奈川県,足柄上郡,神奈川県足柄上郡山北町山北250
1478,菊勇,きくゆう,吉川醸造,神奈川県,伊勢原市,神奈川県伊勢原市神戸681
497,白笹つづみ,しらささつづみ,金井酒造店,神奈川県,秦野市,神奈川県秦野市堀山下182-1
2690,MOZART,モーツァルト,金井酒造店,神奈川県,秦野市,神奈川県秦野市堀山下182-1
502,太冠,たいかん,太冠酒造,山梨県,南アルプス市,山梨県南アルプス市上宮地57
503,榊正宗,さかきまさむね,横内酒造店,山梨県,南アルプス市,山梨県南アルプス市上宮地57
511,春鶯囀,しゅんのうてん,萬屋醸造店,山梨県,南巨摩郡,山梨県南巨摩郡富士川町青柳町1202-1
3658,本菱,ほんびし,萬屋醸造店,山梨県,南巨摩郡,山梨県南巨摩郡富士川町青柳町1202-1
510,梅が枝,うめがえ,大久保酒造店,山梨県,南巨摩郡,山梨県南巨摩郡富士川町大久保341
1907,拳王,けんおう,笹一酒造,山梨県,大月市,山梨県大月市笹子町吉久保26
2821,旦,だん,笹一酒造,山梨県,大月市,山梨県大月市笹子町吉久保26
1163,笹一,ささいち,笹一酒造,山梨県,大月市,山梨県大月市笹子町吉久保26
3745,木火土金水,もっかどこんすい,笹一酒造,山梨県,大月市,山梨県大月市笹子町吉久保26
1731,甲斐の開運,かいのかいうん,井出醸造店,山梨県,南都留郡,山梨県南都留郡富士河口湖町船津8
3290,與五右衛門,よごえもん,井出醸造店,山梨県,南都留郡,山梨県南都留郡富士河口湖町船津8
1948,養老,ようろう,養老酒造,山梨県,山梨市,山梨県山梨市北567
1950,玉笹,たまささ,養老酒造,山梨県,山梨市,山梨県山梨市北567
1949,櫂,かい,養老酒造,山梨県,山梨市,山梨県山梨市北567
509,御坂路,みさかみち,腕相撲酒造,山梨県,笛吹市,山梨県笛吹市御坂町夏目原1374
508,美和乃帝,みわのみかど,腕相撲酒造,山梨県,笛吹市,山梨県笛吹市御坂町夏目原1374
3176,黒駒の勝蔵,くろこまのかつぞう,腕相撲酒造,山梨県,笛吹市,山梨県笛吹市御坂町夏目原1374
507,腕相撲,うでずもう,腕相撲酒造,山梨県,笛吹市,山梨県笛吹市御坂町夏目原1374
504,武の井,たけのい,武の井酒造,山梨県,北杜市,山梨県北杜市高根町箕輪1450
2089,青煌,せいこう,武の井酒造,山梨県,北杜市,山梨県北杜市高根町箕輪1450
2607,甲斐男山,かいおとこやま,八巻酒造店,山梨県,北杜市,山梨県北杜市高根町下黒澤950
506,七賢,しちけん,山梨銘醸,山梨県,北杜市,山梨県北杜市白州町台ヶ原2283
3540,七賢 スパークリング,しちけん すぱーくりんぐ,山梨銘醸,山梨県,北杜市,山梨県北杜市白州町台ヶ原2283
505,谷桜,,谷櫻酒造,山梨県,北杜市,山梨県北杜市大泉町谷戸2037
2608,日の出菊,ひのでぎく,横山酒造店,山梨県,南巨摩郡,山梨県南巨摩郡南部町南部8255
3350,栴檀,せんだん,二葉屋酒造店,山梨県,西八代郡,山梨県西八代郡
3470,車懸,くるまがかり,越後・謙信SAKEまつり,新潟県,,
566,長陵,ちょうりょう,高橋酒造,新潟県,長岡市,新潟県長岡市地蔵1-8-2
3627,越乃輝虎,こしのてるとら,高橋酒造,新潟県,長岡市,新潟県長岡市地蔵1-8-2
3629,雪兜,ゆきかぶと,高橋酒造,新潟県,長岡市,新潟県長岡市地蔵1-8-2
3628,春まちうさぎ,はるまちうさぎ,高橋酒造,新潟県,長岡市,新潟県長岡市地蔵1-8-2
141,美の川,みのがわ,美の川酒造,新潟県,長岡市,新潟県長岡市
2320,朱鷺,とき,美の川酒造,新潟県,長岡市,新潟県長岡市
2318,越の雄町,こしのおまち,美の川酒造,新潟県,長岡市,新潟県長岡市
1440,越の鶴,こしのつる,越銘醸,新潟県,長岡市,新潟県長岡市栃尾大町2－8
2896,山城屋,やましろや,越銘醸,新潟県,長岡市,新潟県長岡市栃尾大町2－8
