sakecode,sakename,meigaracode,syurui,genryoumai,seimaibuai,nihonsyudo,sando,aminosando,amakardo,noutando,alcohol
2944,麓井 生酛純米大吟醸 吊し斗瓶囲い 輝ら星の如く,232,純米大吟醸,山田錦,40,2,1.5,,-0.34,-0.29,16.5
2941,麓井 大吟醸 圓,232,大吟醸,山田錦,35,4,1.2,,-0.17,-0.95,16.5
2939,麓井 生酛 純米吟醸 綺ら星の如く,232,純米吟醸,山田錦,50,,,,,,
2946,麓井 純米吟醸,232,純米吟醸,山田錦（兵庫県産）,50,,,,,,15.5
2938,麓井 生酛仕込み 雄町 純米吟醸,232,純米吟醸,雄町（岡山県産）,50,2,1.6,,-0.45,-0.1,16.5
2934,麓井 吟醸 輝ら星の如く,232,吟醸酒,山田錦（兵庫県産）,50,3,1.3,,-0.2,-0.71,17.5
2940,麓井 生酛仕込み 純米吟醸 圓,232,純米吟醸,山田錦、美山錦,35,5,1.4,,-0.5,-0.61,15.5
2936,麓井 純米 生酛本辛 圓,232,純米酒,美山錦,55,9.5,1.4,,-0.91,-0.82,15.5
2937,麓井 生酛辛口四段 特別純米酒,232,特別純米酒,出羽燦々（山形県産）,55,0,2.1,,-0.85,0.93,
2945,麓井 どまんなか 生詰ひやおろし 生酛純米,232,純米原酒,どまんなか,,,,,,,
2935,麓井 生酛仕込 美酒辛口,232,,,,,,,,,15.5
2574,杉勇 大吟醸 蕨岡延年の舞,227,大吟醸,山田錦,35,4,1.2,,-0.17,-0.95,16.5
2572,杉勇 山田錦の純米吟醸,227,純米吟醸,山田錦,50,2,1.4,,-0.22,-0.48,15.5
2573,杉勇 純米 生 オリ入り,227,,美山錦（山形県産）,,2,1.5,,-0.34,-0.29,15.5
2571,杉勇 純米吟醸 出羽燦々,227,純米吟醸,出羽燦々,50,2,1.4,,-0.22,-0.48,15.3
2570,杉勇 特別純米 辛口+10 原酒,227,特別純米酒,美山錦,55,10,1.7,,-1.31,-0.28,17.5
2569,杉勇 特別純米 辛口+8,227,特別純米酒,美山錦（山形県産）90%、雪化粧（山形県産）10%,55,8,1.6,,-1.01,-0.37,15.5
2568,杉勇 純米酒,227,純米酒,美山錦,60,2,1.5,,-0.34,-0.29,15.3
2285,東北泉 大吟醸 斗瓶囲 仕込参拾参号,231,大吟醸,山田錦,35,5,1.3,0.9,-0.38,-0.8,18.2
2286,東北泉 大吟醸 斗瓶囲,231,大吟醸,山田錦,35,5,,,,,17.8
2287,東北泉 大吟醸 芳,231,大吟醸,山田錦,35,5,1.1,0.8,-0.15,-1.18,16.8
2289,東北泉 純米大吟醸,231,純米大吟醸,山田錦,45,1,1.2,,0.11,-0.81,16.8
2309,東北泉 純米吟醸 瑠璃色の海 生酒,231,,,,,,,,,
2291,東北泉 純米吟醸 瑠璃色の海,231,純米吟醸,雄町,45,0,1.6,1,-0.27,-0.01,15.5
2290,東北泉 大吟醸 へいおまち,231,大吟醸,雄町,45,5,1.4,0.8,-0.5,-0.61,16.8
2315,東北泉 大吟醸 雄町 生酒,231,大吟醸,雄町,,,,,,,
2288,東北泉 大吟醸 雄町,231,大吟醸,雄町,45,5,1.4,0.8,-0.5,-0.61,16.8
2292,東北泉 山田錦純米,231,純米吟醸,山田錦,50,2,1.4,1,-0.22,-0.48,15.5
2306,東北泉 山田錦純米 生,231,純米吟醸,山田錦,50,2,1.6,,-0.45,-0.1,15.5
2305,東北泉 山田錦純米 にごり酒,231,純米にごり酒,山田錦（兵庫県産）,50,2,1.5,1,-0.34,-0.29,
2293,東北泉 色好い返事,231,吟醸酒,山田錦,50,3,1.5,1.2,-0.43,-0.34,15.8
2316,東北泉 山田錦吟醸,231,吟醸酒,山田錦（兵庫県産）,50,,,,,,
2294,東北泉 吟醸酒,231,吟醸酒,美山錦,50,5,1.2,1.1,-0.27,-0.99,16.8
2313,東北泉 特別純米 にごり酒,231,純米にごり酒,美山錦,50,2,1.2,,0.01,-0.85,15.8
2304,東北泉 特別純米 生酒,231,純米吟醸,美山錦,50,2,1.2,,0.01,-0.85,15.5
2295,東北泉 特別純米,231,純米吟醸,美山錦,50,2,1.3,1.2,-0.1,-0.67,16.8
2307,東北泉 八反錦純米 雪もみじ,231,純米酒,八反錦,55,6,1.7,1.1,-0.94,-0.1,16.5
2317,東北泉 純米しぼりたて 掛米美山錦,231,純米酒,麹米：山田錦、掛米：美山錦,35,4,1.6,1.2,-0.64,-0.19,16.8
2308,東北泉 純米しぼりたて 掛米出羽燦々,231,純米酒,麹米：山田錦、掛米：出羽燦々,35,4,1.6,1.2,-0.64,-0.19,16.5
2312,東北泉 特別限定原酒 山田錦純米 ,231,純米原酒,山田錦,50,2,1.5,1,-0.34,-0.29,17.5
2311,東北泉 古酒原酒 吹浦の風,231,古酒原酒,,50,2,,,,,17.5
2298,東北泉 古酒 吹浦の風,231,古酒,美山錦,50,3.5,1.4,,-0.36,-0.55,16.5
2310,東北泉 ちょっとおまち 生酒,231,,,,,,,,,
2296,東北泉 ちょっとおまち,231,純米酒,雄町,55,2,1.4,1,-0.22,-0.48,15.5
2318,東北泉 雄町純米 辛口,231,純米酒,雄町,55,5,1.3,,-0.38,-0.8,15.5
2314,東北泉 雄町純米,231,純米酒,雄町,55,2,1.5,1.1,-0.34,-0.29,15.5
2297,東北泉 純米,231,純米酒,美山錦、雪化粧,35,3,1.3,1.3,-0.2,-0.71,15.5
2300,東北泉 特別本醸造,231,特別本醸造,,,,,,,,
2301,東北泉 本醸造甘口,231,本醸造,,,-5,,,,,
2302,東北泉 本醸造辛口,231,本醸造,雪化粧,70,2,1.8,,-0.68,0.27,15.2
2303,東北泉 昔ながらの本醸造,231,本醸造,,,,,,,,
2299,東北泉 純米吟醸生,231,純米吟醸,,,,,,,,
5689,おらが純米 純米吟醸,2843,純米吟醸,ひとめぼれ（福島県福島市川俣町産）,,,,,,,
7565,金水晶 大吟醸,1382,大吟醸,山田錦,40,,,,,,
7566,金水晶 純米吟醸 なかどり,1382,純米吟醸 無濾過 生原酒,夢の香,55,,,,,,
7567,金水晶 純米吟醸,1382,純米吟醸,夢の香,,,,,,,
7568,金水晶 一回火入れ 特別純米,1382,特別純米酒,五百万石,60,,,,,,16
7569,金水晶 特別純米 むろか生,1382,特別純米酒,五百万石,60,1,,,,,16
7573,金水晶 純米酒,1382,純米酒,五百万石,60,,,,,,
7570,金水晶 本生原酒,1382,,,,,,,,,
7574,金水晶 純米 生貯蔵酒,1382,純米 生貯蔵酒,,60,,,,,,
7572,金水晶 本醸造,1382,本醸造,,,,,,,,
7500,しらかわ虎 純米大吟醸,3482,純米大吟醸,五百万石（福島県産）,50,,,,,,16
7501,しらかわ虎 純米吟醸,3482,純米吟醸,五百万石（福島県産）,60,,,,,,
7503,登龍 特別純米 無濾過 生原酒 せめ,3432,特別純米酒 無濾過 生原酒,,55,,,,,,16
7504,登龍 特別純米 ひやおろし,3432,特別純米酒 ひやおろし,,55,,,,,,16
7502,登龍 特別純米,3432,特別純米酒,チヨニシキ,55,4,,,,,16
5158,寿々乃井 大吟醸,1925,大吟醸,山田錦（兵庫県産）,,5,1.3,1,-0.38,-0.8,17.5
5156,寿々乃井 純米酒,1925,純米酒,,,,,,,,15.5
5159,寿々乃井 本醸造,1925,本醸造,,,,,,,,
5160,寿々乃井 清酒,1925,普通酒,チヨニシキ,,-3,,,,,15.3
5161,寿々乃井 辛口,1925,,,,,,,,,15.5
5162,天栄山 清酒,1927,普通酒,,,,,,,,16.5
5164,羽鳥郷 純米酒,1926,純米酒,,60,,,,,,15.5
5163,羽鳥郷 にごり酒,1926,にごり酒,チヨニシキ,72,1,1.1,,0.22,-1,15.3
5157,寿月 純米吟醸 しずく酒 無濾過,1381,純米吟醸,亀の尾,55,,,,,,17.5
5155,寿月 特別純米酒 自然流,1381,特別純米酒,亀の尾,55,3,,,,,14.5
7485,廣戸川 大吟醸,2703,大吟醸,夢の香,40,,,,,,16
7484,廣戸川 純米大吟醸,2703,純米大吟醸,夢の香,40,,,,,,15
7476,廣戸川 銀牡丹,2703,純米吟醸,夢の香,,,,,,,16.5
7477,廣戸川 純米吟醸,2703,純米吟醸,夢の香,50,2,1.4,,-0.22,-0.48,16
7483,廣戸川 純米吟醸 無濾過 生原酒,2703,純米吟醸 無濾過 生原酒,夢の香,50,,,,,,16
7482,廣戸川 純米 にごり,2703,純米酒 にごり 生,夢の香,60,,,,,,16
7478,廣戸川 特別純米,2703,特別純米酒,夢の香,55,,,,,,16
7479,廣戸川 純米 秋あがり,2703,純米酒,夢の香,65,,,,,,16
7480,廣戸川 辛口,2703,,,,,,,,,15.5
7481,廣戸川 普通酒,2703,普通酒,,,,,,,,15
7474,夜の森桜 吟醸,3480,吟醸,,,,,,,,
7475,夜の森桜 上撰,3480,,,,,,,,,
7521,笹の川 開成,79,大吟醸 原酒,山田錦,40,5,1.2,,-0.27,-0.99,17.5
7522,笹の川 明和蔵 大吟醸,79,大吟醸,山田錦,,,,,,,
7523,笹の川 天のつぶ 大吟醸,79,大吟醸,天のつぶ（福島県産）,50,,,,,,
7529,笹の川 山桜,79,特別純米酒,,,1,,,,,14
7530,笹の川 天のつぶ 昔仕立て 純米,79,純米酒,天のつぶ,80,3,,,,,15.3
7524,笹の川 純米酒,79,純米酒,,,3,1.2,,-0.08,-0.9,14
7525,笹の川 ほろ酔,79,特別本醸造,,,0.4,1.1,,0.28,-0.97,15
7532,笹の川 嵐,79,純米酒,,,2,1.3,,-0.1,-0.67,14
7526,笹の川 上撰,79,,,,,,,,,
7527,笹の川 辛口,79,,,,,,,,,
7528,笹の川 佳撰,79,,,,,,,,,14
7531,笹の川 吟生,79,,,,1.3,1,,0.31,-1.2,15
4436,雪小町 大吟醸 五十一号 袋吊り,387,大吟醸 袋吊り,山田錦,40,4,,,,,16.8
4454,雪小町 大吟醸 五十一号,387,大吟醸,,,,,,,,
4438,雪小町 純米大吟醸 山田錦,387,純米大吟醸,山田錦,,,,,,,
4439,雪小町 純米大吟醸 美山錦,387,純米大吟醸,美山錦,48,2,1.5,,-0.34,-0.29,15.8
4437,雪小町 大吟醸 無濾過 生原酒,387,大吟醸 無濾過 生原酒,,,,,,,,
4440,雪小町 大吟醸 美山錦,387,大吟醸,美山錦,,,,,,,
4455,雪小町 純米吟醸 あさか舞,387,純米吟醸,あさか舞（郡山産ひとめぼれ）,55,5,1.7,,-0.85,-0.05,16.8
4441,雪小町 純米吟醸,387,純米吟醸,,,,,,,,
4442,雪小町 特別純米 辛口,387,特別純米酒,,,,,,,,
4445,雪小町 吟醸酒 ひやおろし,387,吟醸酒 ひやおろし,,,,,,,,
4444,雪小町 手造り 吟醸,387,吟醸酒,,,,,,,,
4443,雪小町 純米酒,387,純米酒,,,,,,,,
4446,雪小町 特別本醸造,387,特別本醸造,,,,,,,,
4447,雪小町 本醸造,387,本醸造,,,,,,,,
4448,雪小町 銘醸会,387,,,,,,,,,
4449,雪小町 辛口,387,,,,,,,,,
4450,雪小町 厳撰 辛口,387,,,,,,,,,
4452,雪小町 吟醸 生貯,387,吟醸酒,,,,,,,,
4453,雪小町 辛口 生貯,387,,,,,,,,,
4451,雪小町 氷の酒 美氷,387,冷凍酒,,,,,,,,
7537,自然酒（福島県） 百年貴醸酒,78,純米酒 貴醸酒,,70,,,,,,16
6851,自然酒（福島県） 番外 亀の尾,78,生酛 純米吟醸,亀の尾,60,,,,,,16
6850,自然酒（福島県） 番外 完熟甜瓜的,78,生酛 純米吟醸,,60,,,,,,16
7533,自然酒（福島県） 純米吟醸,78,純米吟醸,,60,,,,,,
9307,自然酒（福島県） 純米原酒 蔵付き酵母仕込 生,78,純米酒 原酒,有機トヨニシキ,70,,,,,,17
7043,自然酒（福島県） 槽口直汲み 生原酒,78,純米原酒,,70,,,,,,16.8
6852,自然酒（福島県） 番外 朴訥米味,78,生酛 純米酒,,70,,,,,,16
7534,自然酒（福島県） にごり酒,78,にごり酒 生もと仕込み,,80,,,0,,,
2658,自然酒（福島県） 特撰,78,特別純米酒,華吹雪,60,-14,1.6,2.3,1.05,0.63,16.8
2661,自然酒（福島県） 生しぼり,78,純米酒 生酒,華吹雪、千代錦,70,-13,1.6,,0.95,0.58,17.5
7536,自然酒（福島県） にいだしぜんしゅ,78,,,,,,,,,
2659,自然酒（福島県） 純米原酒,78,純米原酒,,70,,,,,,17.3
7535,自然酒（福島県） 燗誂,78,,,,,,,,,
2663,金寶 淡香,3501,特別純米酒,夢の香,60,1,1.1,1.3,0.22,-1,15.3
2660,金寶 穂の歌,3501,純米 生 原酒,麹米：夢の香、掛米：千代錦,43,-11,2.4,1.4,-0.16,2,15.5
2662,金寶 辛口 剣,3501,特別本醸造,五百万石、美山錦、千代鶴,60,7,1.2,,-0.45,-1.08,15.6
2667,金寶 中辛 淡醸,3501,普通酒,,60,4,1.2,,-0.17,-0.95,15.3
2665,穏 金賞受賞酒 純米大吟醸 原酒 生詰,2068,純米大吟醸 原酒 生詰,山田錦,50,1,1.3,,-0.01,-0.62,16
2664,穏 純米大吟醸,2068,純米大吟醸,山田錦,50,2,,,,,15
6925,穏 純米吟醸 直汲み 生原酒 五百万石,2068,純米吟醸 直汲み 生原酒,五百万石,60,1,,,,,17
6926,穏 純米吟醸 白麹,2068,純米吟醸 白麹,,60,,,,,,14
7152,穏 純米吟醸 白麹 ドライ,2068,純米吟醸,トヨニシキ,60,,,,,,14
2666,穏 純米吟醸,2068,純米吟醸,美山錦,37,2,1.4,1,-0.22,-0.48,15
5270,穏 純米酒,2068,純米酒,豊錦,85,5,,,,,14
3586,あぶくま 大吟醸 金賞受賞酒,388,大吟醸 無濾過 原酒,,40,4,1.3,,-0.29,-0.76,17.5
3580,あぶくま 大吟醸,388,大吟醸,山田錦,40,,,,,,15.5
3585,あぶくま 初しぼり 本醸造,388,本醸造 無濾過,地元産米,65,,,,,,18.5
3583,あぶくま 蔵酒,388,本醸造 原酒,地元産米,45,,,,,,18.5
3581,あぶくま 純米酒,388,純米酒,チヨニシキ,38,,1.5,,,,15.5
3582,あぶくま 本醸造,388,本醸造,地元産米,45,,,,,,15.5
3584,あぶくま 生貯蔵酒,388,本醸造,地元産米,45,,,,,,14.5
3750,福賑栄 奥州 さくらしみず,420,純米大吟醸 古酒,,,,,,,,
3751,福賑栄 大吟醸 原酒,420,大吟醸 原酒,山田錦,40,5,,,,,17.5
3752,福賑栄 特別純米酒,420,特別純米酒,五百万石,60,2,,,,,
3749,福賑栄 しぼりたて,420,本醸造,,,,,,,,
3753,福賑栄 特別本醸造,420,特別本醸造,五百万石,55,4,1.3,1.3,-0.29,-0.76,
3748,福賑栄 上撰,420,本醸造,,,,,,,,
8733,滝桜 純米酒,3640,純米酒,麹米：五百万石、掛米：美山錦,60,0,,,,,15.5
8734,滝桜 本醸造,3640,本醸造,,70,,,,,,15.5
3620,三春駒 大吟醸,1271,大吟醸,山田錦,,5.5,,,,,16.5
8736,三春駒 純米吟醸 ひやおろし,1271,純米吟醸 ひやおろし,,55,0,,,,,15.5
8737,三春駒 純米酒 ひやおろし,1271,純米酒 ひやおろし,,60,-1,,,,,15.5
3621,三春駒 純米吟醸,1271,純米吟醸,五百万石（福島県産）,,2.5,,,,,15.5
3622,三春駒 本醸造,1271,本醸造,,70,3,,,,,15.5
8735,三春駒 初しぼり,1271,,,70,1,,,,,15.5
4510,ひらた 古々酒,1673,長期10年熟成酒,平田産,,-1.5,,,,,15.45
4511,三十人酒 純米吟醸,1674,純米吟醸,ミヤマニシキ（福島県石川郡平田村産）、チヨニシキ（福島県石川郡平田村産）,,5,,,,,16.45
4507,若清水 原酒 生,1642,本醸造 原酒 生,チヨニシキ（福島県石川郡平田村産）,,0,,,,,19.5
4508,若清水 原酒,1642,本醸造 原酒,チヨニシキ（福島県石川郡平田村産）,,-1,,,,,19.5
4512,若清水 蓬田岳,1642,純米 生 原酒,チヨニシキ（福島県石川郡平田村産） ,,1,,,,,17.45
4513,若清水 純米 和泉式部,1642,純米酒,チヨニシキ（福島県石川郡平田村産）,,1,,,,,15.45
4514,若清水 四季の花,1642,普通酒,チヨニシキ（福島県石川郡平田村産）,,1.5,,,,,15.45
4509,若清水 普通酒,1642,普通酒,チヨニシキ（福島県石川郡平田村産）,,1.5,,,,,15.45
4515,若清水 やまんば,1642,,チヨニシキ（福島県石川郡平田村産）,,1,,,,,19.45
3759,東豊国 幻,423,大吟醸,山田錦,40,5,1.3,,-0.38,-0.8,15.5
3763,東豊国 蔵元原酒,423,原酒,美山錦,60,1,1.3,,-0.01,-0.62,18.5
3762,東豊国 然,423,特別本醸造,華吹雪,60,1,1.3,,-0.01,-0.62,15.5
3760,東豊国 超,423,特別純米酒,美山錦,60,3,1.4,,-0.31,-0.52,15.5
3761,東豊国 生きな酒,423,本醸造 生貯蔵酒,華吹雪,60,3,1.3,,-0.2,-0.71,15.5
5224,一歩己 純米原酒,1971,純米酒 原酒,美山錦,60,3,,,,,16.5
5225,一歩己 無濾過 純米生原酒,1971,純米酒 原酒,美山錦,60,3,,,,,16.5
7516,若関 純米酒,385,純米酒,,,,,,,,
7515,若関 純金箔入,385,,,,,,,,,
7517,若関 本醸造,385,本醸造,,,,,,,,
7518,若関 本格,385,,,,,,,,,
7519,若関 たる酒,385,,,,,,,,,
7520,若関 生貯蔵酒,385,本醸造 生貯蔵酒,,,,,,,,
4837,人気一 モンドセレクション最高金賞受賞酒,1412,大吟醸,,40,,1.2,,,,17
4834,人気一 大吟醸,1412,,,40,,,,,,17
4844,人気一 スパークリング 純米大吟醸,1412,純米大吟醸,,50,,,,,,11
4836,人気一 長期熟成酒 1998年,1412,,,60,,,,,,15
4835,人気一 純米大吟醸,1412,純米大吟醸,,50,,,,,,16
4846,人気一 スローフード福島 純米大吟醸,1412,純米大吟醸,,,,,,,,
4847,人気一 スローフード福島 純米大吟醸 夢うさぎ,1412,純米大吟醸,,50,5,,,,,17
4849,人気一 戦国BASARA弐 伊達政宗,1412,純米大吟醸,,50,2,1.8,,-0.68,0.27,15
4857,人気一 ひやおろし 純米大吟醸,1412,純米大吟醸,,50,2,1.8,,-0.68,0.27,16
4850,人気一 樽,1412,,,60,,,,,,15
4848,人気一 スローフード福島 純米吟醸 雪うさぎ,1412,純米吟醸,,50,5,1.8,,-0.96,0.14,17
4852,人気一 ひやおろし,1412,,,60,,,,,,16
4853,人気一 夏生 純米吟醸,1412,純米吟醸,,60,,,,,,16
4854,人気一 初しぼり,1412,,,60,,,,,,16
4855,人気一 立春しぼり,1412,,,60,,,,,,16
4856,人気一 にごり 純米吟醸,1412,にごり酒 純米吟醸,,,,,,,,16
4858,人気一 秋あがり 純米吟醸,1412,純米吟醸,,60,4,1.6,,-0.64,-0.19,15
4841,人気一 黄人気 燗酒スペシャル,1412,,,60,,,,,,15
4838,人気一 ゴールド人気 純米大吟醸,1412,純米大吟醸,華吹雪、五百万石、チヨニシキ,50,2,1.8,,-0.68,0.27,15
4839,人気一 黒人気 純米吟醸,1412,純米吟醸,,60,,,,,,15
4840,人気一 青人気 吟醸,1412,吟醸,,60,,,,,,15
4842,人気一 黄人気 旨辛口,1412,,,60,,,,,,15
4843,人気一 赤人気 伝統酒,1412,,,60,,,,,,15
4851,人気一 大寒仕込 しぼりたて,1412,純米吟醸 しぼりたて 生貯蔵酒,,60,,,,,,16
4845,人気一 スパークリング 純米吟醸,1412,純米吟醸,,,,,,,,
1778,奥の松 純米大吟醸雫酒 金之丞,382,純米大吟醸,山田錦,35,2,1.3,,-0.1,-0.67,16.5
7636,奥の松 純米大吟醸 プレミアム スパークリング,382,純米大吟醸 スパークリング,,50,-25,2.5,,1.06,2.83,11
1772,奥の松 大吟醸雫酒 十八代伊兵衛,382,大吟醸,山田錦,35,5,1.3,,-0.38,-0.8,17.5
1771,奥の松 純米大吟醸 FN,382,シャンペン製法大吟醸,山田錦,40,-25,2.5,,1.06,2.83,11.5
1780,奥の松 木桶仕込 純米酒,382,純米酒,福島県産米,60,-4.5,1.8,,-0.08,0.57,15.5
1788,奥の松 純米大吟醸,382,純米大吟醸,福島県産米,40,1,1.4,,-0.13,-0.43,15.5
7552,奥の松 純米大吟醸 山田錦,382,純米大吟醸,山田錦,50,-2,1.4,,0.15,-0.3,15
1777,奥の松 さくら吟醸,382,吟醸,美山錦,50,5,1.3,,-0.38,-0.8,15.5
1786,奥の松 大吟醸 瓶火入れ,382,大吟醸,福島県産米,50,3,1.2,,-0.08,-0.9,15.5
1785,奥の松 全米吟醸 生原酒,382,吟醸生原酒,福島県産米,60,5,1.4,1.2,-0.5,-0.61,18
1787,奥の松 春のしぼりたて,382,特別純米,福島県産米,60,1,1.6,,-0.36,-0.06,17
3857,奥の松 純米 生酒,382,本生 純米酒,酒造好適米（福島県産）,60,-1,1.4,,0.06,-0.34,15
7553,奥の松 特別純米 原酒 ひやおろし,382,特別純米 原酒 ひやおろし,,60,0,1.5,,-0.15,-0.2,17
1779,奥の松 全米吟醸,382,吟醸酒,福島県産米,60,5,1.3,,-0.38,-0.8,15.5
1776,奥の松 純米吟醸 かめぐち番,382,純米吟醸,,58,0,1.4,,-0.03,-0.39,17.5
1784,奥の松 純米吟醸,382,純米吟醸,福島県産米,58,1,1.4,,-0.13,-0.43,15.5
1774,奥の松 特別純米,382,特別純米酒,福島県産米,60,0,1.4,1.3,-0.03,-0.39,15.5
1789,奥の松 全米吟醸 原酒 しぼりたて,382,全米吟醸 原酒 しぼりたて,福島県産米,60,5,1.6,,-0.73,-0.24,19
1782,奥の松 吟醸原酒 ひやおろし,382,吟醸原酒,福島県産米,60,4.5,1.5,,-0.57,-0.4,18.5
1783,奥の松 にごり吟醸,382,吟醸,福島県産米,60,4,1.3,,-0.29,-0.76,15.5
7637,奥の松 本醸造 上撰,382,本醸造,,65,-1.5,1.4,,0.11,-0.32,15
1775,奥の松 吟醸,382,吟醸,福島県産米,60,4,1.3,1.2,-0.29,-0.76,15.5
1773,奥の松 本醸造 サクサク辛口,382,本醸造,福島県産米,65,2,1.4,,-0.22,-0.48,15.5
7554,奥の松 金紋 辛口,382,本醸造,,70,2,1.4,,-0.22,-0.48,15
1781,奥の松 あだたら吟醸,382,吟醸,福島県産米,60,4,1.3,,-0.29,-0.76,15.5
3856,奥の松 ほん生 吟醸,382,本生 吟醸酒,酒造好適米,50,5,1.3,,-0.38,-0.8,15
3858,奥の松 本醸造 生貯蔵酒,382,本醸造 生貯蔵酒,福島県産米,65,0,1.3,,0.08,-0.58,15
3860,奥の松 特別純米 生貯蔵酒,382,特別純米 生貯蔵酒,,65,0,1.4,,-0.03,-0.39,15.5
3859,奥の松 生貯蔵酒,382,生貯蔵酒,チヨニシキ他,70,1.5,1.3,,-0.06,-0.64,13
7635,奥の松 純米大吟醸 スパークリング,382,純米大吟醸 スパークリング,,50,-25,2.5,,1.06,2.83,11
1426,大七 妙花闌曲,381,純米大吟醸雫取り原酒,山田錦,35,,,,,,
1425,大七 生酛 大吟醸 極上生一本,381,純米大吟醸原酒,山田錦,,0,1.2,,0.2,-0.76,
1432,大七 吟醸古酒 大吟醸,381,大吟醸古酒,,,,,,,,
1431,大七 吟醸古酒 純米大吟醸,381,純米大吟醸古酒,,,,,,,,
1430,大七 吟醸古酒 純米,381,純米古酒,,,,,,,,
1427,大七 生酛 純米大吟醸 東方黎明,381,純米大吟醸,山田錦,,2,1.3,1.2,-0.1,-0.67,15.5
1422,大七 生酛 純米大吟醸 箕輪門,381,純米大吟醸,山田錦,,3,1.2,,-0.08,-0.9,15.5
1433,大七 古酒 自然酒生酛,381,古酒,,,,,,,,
1420,大七 生酛造り 純米吟醸 皆伝,381,純米吟醸,五百万石,50,1,1.4,1.2,-0.13,-0.43,15.2
1424,大七 特別本醸造 極上生酛 限定醸造,381,特別本醸造,五百万石,60,4,1.4,,-0.4,-0.57,15
8343,大七 雪しぼり 本醸造 生原酒,381,本醸造 生原酒,,,,,,,,
8344,大七 本醸造 にごり酒,381,本醸造 にごり酒,,,,,,,,
1429,大七 純米 生酛 ひやおろし,381,純米酒,五百万石,63,2,1.6,,-0.45,-0.1,
1434,大七 自然酒 生酛,381,,華吹雪（有機栽培）,,2,1.6,1.4,-0.45,-0.1,14.5
7564,大七 純米生酛 爽快冷酒,381,純米酒 生酛,五百万石,69,3,,,,,14
1421,大七 純米 生酛,381,純米酒,五百万石,65,2,1.6,1.4,-0.45,-0.1,15
1428,大七 本醸造 生酛 ひやおろし,381,本醸造,五百万石（福島県産）,,3,1.2,1,-0.08,-0.9,15.5
1423,大七 本醸造 からくち 生酛,381,本醸造,五百万石,65,7,1.4,1.3,-0.68,-0.7,15.5
7555,千功成 大吟醸 袋吊り,1229,大吟醸 袋吊り,山田錦,40,,,,,,
7556,千功成 吟醸,1229,吟醸,山田錦,40,,,,,,
7557,千功成 純米吟醸,1229,純米吟醸,,50,,,,,,
7558,千功成 純米酒,1229,純米酒,チヨニシキ,60,3,,,,,16.5
7561,千功成 本醸造,1229,本醸造,チヨニシキ,65,0,,,,,18.5
7562,千功成 千輪咲,1229,本醸造,,,,,,,,
7560,千功成 辛口,1229,,,50,8,,,,,15.5
7559,千功成 金瓢,1229,,,70,0,1.7,,-0.38,0.18,
7563,千功成 本醸造 冷酒 生貯蔵酒,1229,本醸造 生貯蔵酒,,65,,,,,,15
6308,儀兵衛 純米吟醸 雄町 中取り,3129,純米吟醸 中取り,雄町（岡山県産）,50,3,1.6,,-0.54,-0.15,16
